rotate,-8,z,i,,
rotate,-8,x,z,,
rotate,-8,z,i,,
rotate,8,x,z,,
rotate,8,z,i,,
rotate,8,x,z,,
rotate,8,z,i,,
rotate,-8,x,z,,
rotate,-8,z,i,,
rotate,-8,x,z,,
rotate,8,z,y,,
rotate,-8,i,z,,
rotate,-8,z,y,,
rotate,-8,i,z,,
rotate,8,z,y,,
rotate,8,i,z,,
rotate,-8,z,y,,
rotate,-8,i,z,,
rotate,-8,z,y,,
rotate,8,i,z,,
rotate,8,y,z,,
rotate,-8,y,y,,
rotate,-8,y,z,,
rotate,8,y,y,,
rotate,-8,y,z,,
rotate,-8,y,y,,
rotate,-8,y,z,,
rotate,-8,y,y,,
rotate,-8,y,z,,
rotate,-8,y,y,,
rotate,-8,x,y,,
rotate,8,y,z,,
rotate,-8,x,y,,
rotate,8,y,z,,
rotate,-8,x,y,,
rotate,8,y,z,,
rotate,8,x,y,,
rotate,8,y,z,,
rotate,-8,x,y,,
rotate,-8,y,z,,
rotate,8,z,x,,
rotate,8,z,z,,
rotate,8,z,x,,
rotate,-8,z,z,,
rotate,-8,z,x,,
rotate,-8,z,z,,
rotate,-8,z,x,,
rotate,8,z,z,,
rotate,8,z,x,,
rotate,8,z,z,,
rotate,-8,x,z,,
rotate,8,z,x,,
rotate,8,x,z,,
rotate,8,z,x,,
rotate,-8,x,z,,
rotate,-8,z,x,,
rotate,8,x,z,,
rotate,8,z,x,,
rotate,8,x,z,,
rotate,-8,z,x,,
rotate,8,x,x,,
rotate,-8,y,z,,
rotate,-8,x,x,,
rotate,8,y,z,,
rotate,-8,x,x,,
rotate,-8,y,z,,
rotate,-8,x,x,,
rotate,-8,y,z,,
rotate,-8,x,x,,
rotate,-8,y,z,,
rotate,-8,y,y,,
rotate,8,x,x,,
rotate,-8,y,y,,
rotate,8,x,x,,
rotate,-8,y,y,,
rotate,8,x,x,,
rotate,8,y,y,,
rotate,8,x,x,,
rotate,-8,y,y,,
rotate,-8,x,x,,
rotate,8,z,y,,
rotate,-8,z,x,,
rotate,8,z,y,,
rotate,8,z,x,,
rotate,-8,z,y,,
rotate,8,z,x,,
rotate,-8,z,y,,
rotate,-8,z,x,,
rotate,8,z,y,,
rotate,-8,z,x,,
rotate,8,z,z,,
rotate,8,z,y,,
rotate,-8,z,z,,
rotate,8,z,y,,
rotate,8,z,z,,
rotate,-8,z,y,,
rotate,-8,z,z,,
rotate,8,z,y,,
rotate,-8,z,z,,
rotate,-8,z,y,,
rotate,-8,x,y,,
rotate,-8,x,x,,
rotate,8,x,y,,
rotate,8,x,x,,
rotate,8,x,y,,
rotate,-8,x,x,,
rotate,8,x,y,,
rotate,-8,x,x,,
rotate,8,x,y,,
rotate,-8,x,x,,
rotate,-8,y,z,,
rotate,-8,x,y,,
rotate,-8,y,z,,
rotate,-8,x,y,,
rotate,-8,y,z,,
rotate,-8,x,y,,
rotate,8,y,z,,
rotate,-8,x,y,,
rotate,-8,y,z,,
rotate,8,x,y,,
rotate,-8,x,z,,
rotate,-8,z,y,,
rotate,-8,x,z,,
rotate,8,z,y,,
rotate,8,x,z,,
rotate,8,z,y,,
rotate,8,x,z,,
rotate,-8,z,y,,
rotate,-8,x,z,,
rotate,-8,z,y,,
rotate,-8,z,x,,
rotate,-8,x,z,,
rotate,8,z,x,,
rotate,-8,x,z,,
rotate,-8,z,x,,
rotate,8,x,z,,
rotate,8,z,x,,
rotate,-8,x,z,,
rotate,8,z,x,,
rotate,8,x,z,,
rotate,-8,y,y,,
rotate,8,x,y,,
rotate,8,y,y,,
rotate,-8,x,y,,
rotate,8,y,y,,
rotate,8,x,y,,
rotate,8,y,y,,
rotate,8,x,y,,
rotate,8,y,y,,
rotate,8,x,y,,
rotate,-8,x,x,,
rotate,-8,y,y,,
rotate,-8,x,x,,
rotate,-8,y,y,,
rotate,-8,x,x,,
rotate,-8,y,y,,
rotate,8,x,x,,
rotate,-8,y,y,,
rotate,-8,x,x,,
rotate,8,y,y,,
measure,-1,z,z,0,
rotate,8,z,z,,(0==0)
rotate,-8,z,z,,(0==1)
rotate,8,x,z,,
rotate,8,z,z,,(0==0)
rotate,-8,z,z,,(0==1)
rotate,-8,x,z,,
rotate,-8,z,z,,(0==0)
rotate,8,z,z,,(0==1)
rotate,-8,x,z,,
rotate,-8,z,z,,(0==0)
rotate,8,z,z,,(0==1)
rotate,8,x,z,,
rotate,8,z,z,,(0==0)
rotate,-8,z,z,,(0==1)
rotate,8,x,z,,
rotate,-8,z,y,,(0==0)
rotate,8,z,y,,(0==1)
rotate,8,z,z,,
rotate,8,z,y,,(0==0)
rotate,-8,z,y,,(0==1)
rotate,8,z,z,,
rotate,-8,z,y,,(0==0)
rotate,8,z,y,,(0==1)
rotate,-8,z,z,,
rotate,8,z,y,,(0==0)
rotate,-8,z,y,,(0==1)
rotate,8,z,z,,
rotate,8,z,y,,(0==0)
rotate,-8,z,y,,(0==1)
rotate,-8,z,z,,
rotate,-8,y,z,,(0==0)
rotate,8,y,z,,(0==1)
rotate,8,y,y,,(0==0)
rotate,-8,y,y,,(0==1)
rotate,8,y,z,,(0==0)
rotate,-8,y,z,,(0==1)
rotate,-8,y,y,,(0==0)
rotate,8,y,y,,(0==1)
rotate,8,y,z,,(0==0)
rotate,-8,y,z,,(0==1)
rotate,8,y,y,,(0==0)
rotate,-8,y,y,,(0==1)
rotate,8,y,z,,(0==0)
rotate,-8,y,z,,(0==1)
rotate,8,y,y,,(0==0)
rotate,-8,y,y,,(0==1)
rotate,8,y,z,,(0==0)
rotate,-8,y,z,,(0==1)
rotate,8,y,y,,(0==0)
rotate,-8,y,y,,(0==1)
rotate,8,x,y,,
rotate,-8,y,z,,(0==0)
rotate,8,y,z,,(0==1)
rotate,8,x,y,,
rotate,-8,y,z,,(0==0)
rotate,8,y,z,,(0==1)
rotate,8,x,y,,
rotate,-8,y,z,,(0==0)
rotate,8,y,z,,(0==1)
rotate,-8,x,y,,
rotate,-8,y,z,,(0==0)
rotate,8,y,z,,(0==1)
rotate,8,x,y,,
rotate,8,y,z,,(0==0)
rotate,-8,y,z,,(0==1)
rotate,-8,z,x,,(0==0)
rotate,8,z,x,,(0==1)
rotate,-8,z,z,,(0==0)
rotate,8,z,z,,(0==1)
rotate,-8,z,x,,(0==0)
rotate,8,z,x,,(0==1)
rotate,8,z,z,,(0==0)
rotate,-8,z,z,,(0==1)
rotate,8,z,x,,(0==0)
rotate,-8,z,x,,(0==1)
rotate,8,z,z,,(0==0)
rotate,-8,z,z,,(0==1)
rotate,8,z,x,,(0==0)
rotate,-8,z,x,,(0==1)
rotate,-8,z,z,,(0==0)
rotate,8,z,z,,(0==1)
rotate,-8,z,x,,(0==0)
rotate,8,z,x,,(0==1)
rotate,-8,z,z,,(0==0)
rotate,8,z,z,,(0==1)
rotate,8,x,z,,
rotate,-8,z,x,,(0==0)
rotate,8,z,x,,(0==1)
rotate,-8,x,z,,
rotate,-8,z,x,,(0==0)
rotate,8,z,x,,(0==1)
rotate,8,x,z,,
rotate,8,z,x,,(0==0)
rotate,-8,z,x,,(0==1)
rotate,-8,x,z,,
rotate,-8,z,x,,(0==0)
rotate,8,z,x,,(0==1)
rotate,-8,x,z,,
rotate,8,z,x,,(0==0)
rotate,-8,z,x,,(0==1)
rotate,-8,x,x,,
rotate,8,y,z,,(0==0)
rotate,-8,y,z,,(0==1)
rotate,8,x,x,,
rotate,-8,y,z,,(0==0)
rotate,8,y,z,,(0==1)
rotate,8,x,x,,
rotate,8,y,z,,(0==0)
rotate,-8,y,z,,(0==1)
rotate,8,x,x,,
rotate,8,y,z,,(0==0)
rotate,-8,y,z,,(0==1)
rotate,8,x,x,,
rotate,8,y,z,,(0==0)
rotate,-8,y,z,,(0==1)
rotate,8,y,y,,(0==0)
rotate,-8,y,y,,(0==1)
rotate,-8,x,x,,
rotate,8,y,y,,(0==0)
rotate,-8,y,y,,(0==1)
rotate,-8,x,x,,
rotate,8,y,y,,(0==0)
rotate,-8,y,y,,(0==1)
rotate,-8,x,x,,
rotate,-8,y,y,,(0==0)
rotate,8,y,y,,(0==1)
rotate,-8,x,x,,
rotate,8,y,y,,(0==0)
rotate,-8,y,y,,(0==1)
rotate,8,x,x,,
measure,1,z,y,1,(0==0)
measure,-1,y,x,1,(0==1)
rotate,-8,z,y,,(1==0)&&(0==0)
rotate,8,y,x,,(1==0)&&(0==1)
rotate,8,z,y,,(1==1)&&(0==0)
rotate,-8,y,x,,(1==1)&&(0==1)
rotate,8,z,x,,(0==0)
rotate,-8,z,x,,(0==1)
rotate,-8,z,y,,(1==0)&&(0==0)
rotate,8,y,x,,(1==0)&&(0==1)
rotate,8,z,y,,(1==1)&&(0==0)
rotate,-8,y,x,,(1==1)&&(0==1)
rotate,-8,z,x,,(0==0)
rotate,8,z,x,,(0==1)
rotate,8,z,y,,(1==0)&&(0==0)
rotate,-8,y,x,,(1==0)&&(0==1)
rotate,-8,z,y,,(1==1)&&(0==0)
rotate,8,y,x,,(1==1)&&(0==1)
rotate,-8,z,x,,(0==0)
rotate,8,z,x,,(0==1)
rotate,8,z,y,,(1==0)&&(0==0)
rotate,-8,y,x,,(1==0)&&(0==1)
rotate,-8,z,y,,(1==1)&&(0==0)
rotate,8,y,x,,(1==1)&&(0==1)
rotate,8,z,x,,(0==0)
rotate,-8,z,x,,(0==1)
rotate,-8,z,y,,(1==0)&&(0==0)
rotate,8,y,x,,(1==0)&&(0==1)
rotate,8,z,y,,(1==1)&&(0==0)
rotate,-8,y,x,,(1==1)&&(0==1)
rotate,8,z,x,,(0==0)
rotate,-8,z,x,,(0==1)
rotate,-8,z,z,,(1==0)&&(0==0)
rotate,-8,x,x,,(1==0)&&(0==1)
rotate,8,z,z,,(1==1)&&(0==0)
rotate,8,x,x,,(1==1)&&(0==1)
rotate,-8,z,y,,(0==0)
rotate,8,z,y,,(0==1)
rotate,8,z,z,,(1==0)&&(0==0)
rotate,8,x,x,,(1==0)&&(0==1)
rotate,-8,z,z,,(1==1)&&(0==0)
rotate,-8,x,x,,(1==1)&&(0==1)
rotate,-8,z,y,,(0==0)
rotate,8,z,y,,(0==1)
rotate,-8,z,z,,(1==0)&&(0==0)
rotate,-8,x,x,,(1==0)&&(0==1)
rotate,8,z,z,,(1==1)&&(0==0)
rotate,8,x,x,,(1==1)&&(0==1)
rotate,8,z,y,,(0==0)
rotate,-8,z,y,,(0==1)
rotate,8,z,z,,(1==0)&&(0==0)
rotate,8,x,x,,(1==0)&&(0==1)
rotate,-8,z,z,,(1==1)&&(0==0)
rotate,-8,x,x,,(1==1)&&(0==1)
rotate,-8,z,y,,(0==0)
rotate,8,z,y,,(0==1)
rotate,8,z,z,,(1==0)&&(0==0)
rotate,8,x,x,,(1==0)&&(0==1)
rotate,-8,z,z,,(1==1)&&(0==0)
rotate,-8,x,x,,(1==1)&&(0==1)
rotate,8,z,y,,(0==0)
rotate,-8,z,y,,(0==1)
rotate,8,x,y,,(1==0)&&(0==0)
rotate,8,z,y,,(1==0)&&(0==1)
rotate,-8,x,y,,(1==1)&&(0==0)
rotate,-8,z,y,,(1==1)&&(0==1)
rotate,8,x,x,,(1==0)&&(0==0)
rotate,8,z,z,,(1==0)&&(0==1)
rotate,-8,x,x,,(1==1)&&(0==0)
rotate,-8,z,z,,(1==1)&&(0==1)
rotate,-8,x,y,,(1==0)&&(0==0)
rotate,-8,z,y,,(1==0)&&(0==1)
rotate,8,x,y,,(1==1)&&(0==0)
rotate,8,z,y,,(1==1)&&(0==1)
rotate,-8,x,x,,(1==0)&&(0==0)
rotate,-8,z,z,,(1==0)&&(0==1)
rotate,8,x,x,,(1==1)&&(0==0)
rotate,8,z,z,,(1==1)&&(0==1)
rotate,-8,x,y,,(1==0)&&(0==0)
rotate,-8,z,y,,(1==0)&&(0==1)
rotate,8,x,y,,(1==1)&&(0==0)
rotate,8,z,y,,(1==1)&&(0==1)
rotate,8,x,x,,(1==0)&&(0==0)
rotate,8,z,z,,(1==0)&&(0==1)
rotate,-8,x,x,,(1==1)&&(0==0)
rotate,-8,z,z,,(1==1)&&(0==1)
rotate,-8,x,y,,(1==0)&&(0==0)
rotate,-8,z,y,,(1==0)&&(0==1)
rotate,8,x,y,,(1==1)&&(0==0)
rotate,8,z,y,,(1==1)&&(0==1)
rotate,8,x,x,,(1==0)&&(0==0)
rotate,8,z,z,,(1==0)&&(0==1)
rotate,-8,x,x,,(1==1)&&(0==0)
rotate,-8,z,z,,(1==1)&&(0==1)
rotate,-8,x,y,,(1==0)&&(0==0)
rotate,-8,z,y,,(1==0)&&(0==1)
rotate,8,x,y,,(1==1)&&(0==0)
rotate,8,z,y,,(1==1)&&(0==1)
rotate,8,x,x,,(1==0)&&(0==0)
rotate,8,z,z,,(1==0)&&(0==1)
rotate,-8,x,x,,(1==1)&&(0==0)
rotate,-8,z,z,,(1==1)&&(0==1)
rotate,8,y,z,,(0==0)
rotate,-8,y,z,,(0==1)
rotate,8,x,y,,(1==0)&&(0==0)
rotate,8,z,y,,(1==0)&&(0==1)
rotate,-8,x,y,,(1==1)&&(0==0)
rotate,-8,z,y,,(1==1)&&(0==1)
rotate,8,y,z,,(0==0)
rotate,-8,y,z,,(0==1)
rotate,8,x,y,,(1==0)&&(0==0)
rotate,8,z,y,,(1==0)&&(0==1)
rotate,-8,x,y,,(1==1)&&(0==0)
rotate,-8,z,y,,(1==1)&&(0==1)
rotate,8,y,z,,(0==0)
rotate,-8,y,z,,(0==1)
rotate,8,x,y,,(1==0)&&(0==0)
rotate,8,z,y,,(1==0)&&(0==1)
rotate,-8,x,y,,(1==1)&&(0==0)
rotate,-8,z,y,,(1==1)&&(0==1)
rotate,-8,y,z,,(0==0)
rotate,8,y,z,,(0==1)
rotate,8,x,y,,(1==0)&&(0==0)
rotate,8,z,y,,(1==0)&&(0==1)
rotate,-8,x,y,,(1==1)&&(0==0)
rotate,-8,z,y,,(1==1)&&(0==1)
rotate,8,y,z,,(0==0)
rotate,-8,y,z,,(0==1)
rotate,-8,x,y,,(1==0)&&(0==0)
rotate,-8,z,y,,(1==0)&&(0==1)
rotate,8,x,y,,(1==1)&&(0==0)
rotate,8,z,y,,(1==1)&&(0==1)
rotate,-8,y,z,,(0==1)
measure,-1,x,z,2,(1==0)&&(0==0)
measure,1,y,x,2,(1==0)&&(0==1)
measure,-1,y,x,2,(1==1)&&(0==0)
measure,1,x,z,2,(1==1)&&(0==1)
